Curriculum_ID,Institution_Type,Course_Name,Module_Name,Module_Description,Learning_Outcome,Skill_Name,Skill_Category,Skill_Level,Theory_Hours,Practical_Hours,Assessment_Method
CUR-136,Technical Training Center,Web Development,Problem Solving Module 136,Synthetic training module focusing on theoretical concepts and practical implementation of Problem Solving.,Learners will be able to apply Problem Solving in practical IT tasks and demonstrate competency through assessment activities.,Problem Solving,Soft Skill,Beginner,20,15,Practical Exam
CUR-137,Technical Training Center,Networking,Problem Solving Module 137,Synthetic training module focusing on theoretical concepts and practical implementation of Problem Solving.,Learners will be able to apply Problem Solving in practical IT tasks and demonstrate competency through assessment activities.,Problem Solving,Soft Skill,Beginner,12,25,Viva
CUR-138,TVET Institute,Web Development,Node.js Module 138,Synthetic training module focusing on theoretical concepts and practical implementation of Node.js.,Learners will be able to apply Node.js in practical IT tasks and demonstrate competency through assessment activities.,Node.js,Web Development,Advanced,15,25,Viva
CUR-139,Technical Training Center,Web Development,CSS Module 139,Synthetic training module focusing on theoretical concepts and practical implementation of CSS.,Learners will be able to apply CSS in practical IT tasks and demonstrate competency through assessment activities.,CSS,Web Development,Intermediate,15,25,Project
CUR-140,Polytechnic Training Unit,Web Development,Communication Module 140,Synthetic training module focusing on theoretical concepts and practical implementation of Communication.,Learners will be able to apply Communication in practical IT tasks and demonstrate competency through assessment activities.,Communication,Soft Skill,Intermediate,15,20,Project
CUR-141,Polytechnic Training Unit,Database Management,Cybersecurity Module 141,Synthetic training module focusing on theoretical concepts and practical implementation of Cybersecurity.,Learners will be able to apply Cybersecurity in practical IT tasks and demonstrate competency through assessment activities.,Cybersecurity,Cybersecurity,Beginner,10,30,Project
CUR-142,TVET Institute,Cloud Computing,Networking Module 142,Synthetic training module focusing on theoretical concepts and practical implementation of Networking.,Learners will be able to apply Networking in practical IT tasks and demonstrate competency through assessment activities.,Networking,Networking,Beginner,20,30,Written Exam
CUR-143,Technical Training Center,Python Programming,Python Module 143,Synthetic training module focusing on theoretical concepts and practical implementation of Python.,Learners will be able to apply Python in practical IT tasks and demonstrate competency through assessment activities.,Python,Programming,Beginner,10,25,Practical Exam
CUR-144,TTC,UI/UX Fundamentals,HTML Module 144,Synthetic training module focusing on theoretical concepts and practical implementation of HTML.,Learners will be able to apply HTML in practical IT tasks and demonstrate competency through assessment activities.,HTML,Web Development,Advanced,15,15,Practical Exam
CUR-145,TVET Institute,Software Testing,HTML Module 145,Synthetic training module focusing on theoretical concepts and practical implementation of HTML.,Learners will be able to apply HTML in practical IT tasks and demonstrate competency through assessment activities.,HTML,Web Development,Advanced,15,15,Viva
CUR-146,Technical Training Center,Java Programming,Java Module 146,Synthetic training module focusing on theoretical concepts and practical implementation of Java.,Learners will be able to apply Java in practical IT tasks and demonstrate competency through assessment activities.,Java,Programming,Intermediate,15,25,Written Exam
CUR-147,Polytechnic Training Unit,Cloud Computing,React Module 147,Synthetic training module focusing on theoretical concepts and practical implementation of React.,Learners will be able to apply React in practical IT tasks and demonstrate competency through assessment activities.,React,Web Development,Advanced,20,15,Viva
CUR-148,TTC,UI/UX Fundamentals,Docker Module 148,Synthetic training module focusing on theoretical concepts and practical implementation of Docker.,Learners will be able to apply Docker in practical IT tasks and demonstrate competency through assessment activities.,Docker,DevOps,Advanced,20,25,Project
CUR-149,Technical Training Center,Database Management,React Module 149,Synthetic training module focusing on theoretical concepts and practical implementation of React.,Learners will be able to apply React in practical IT tasks and demonstrate competency through assessment activities.,React,Web Development,Advanced,10,30,Practical Exam
CUR-150,Technical Training Center,UI/UX Fundamentals,Node.js Module 150,Synthetic training module focusing on theoretical concepts and practical implementation of Node.js.,Learners will be able to apply Node.js in practical IT tasks and demonstrate competency through assessment activities.,Node.js,Web Development,Intermediate,20,20,Viva
CUR-151,TTC,Java Programming,Teamwork Module 151,Synthetic training module focusing on theoretical concepts and practical implementation of Teamwork.,Learners will be able to apply Teamwork in practical IT tasks and demonstrate competency through assessment activities.,Teamwork,Soft Skill,Advanced,10,25,Written Exam
CUR-152,Polytechnic Training Unit,Full Stack Development,Linux Module 152,Synthetic training module focusing on theoretical concepts and practical implementation of Linux.,Learners will be able to apply Linux in practical IT tasks and demonstrate competency through assessment activities.,Linux,Operating System,Intermediate,15,15,Viva
CUR-153,Technical Training Center,Cybersecurity,Git Module 153,Synthetic training module focusing on theoretical concepts and practical implementation of Git.,Learners will be able to apply Git in practical IT tasks and demonstrate competency through assessment activities.,Git,Version Control,Intermediate,15,25,Viva
CUR-154,TTC,Database Management,JavaScript Module 154,Synthetic training module focusing on theoretical concepts and practical implementation of JavaScript.,Learners will be able to apply JavaScript in practical IT tasks and demonstrate competency through assessment activities.,JavaScript,Programming,Intermediate,10,20,Practical Exam
CUR-155,Polytechnic Training Unit,IT Support,Git Module 155,Synthetic training module focusing on theoretical concepts and practical implementation of Git.,Learners will be able to apply Git in practical IT tasks and demonstrate competency through assessment activities.,Git,Version Control,Beginner,12,15,Written Exam
CUR-156,TTC,UI/UX Fundamentals,CSS Module 156,Synthetic training module focusing on theoretical concepts and practical implementation of CSS.,Learners will be able to apply CSS in practical IT tasks and demonstrate competency through assessment activities.,CSS,Web Development,Beginner,10,15,Practical Exam
CUR-157,TVET Institute,Java Programming,Java Module 157,Synthetic training module focusing on theoretical concepts and practical implementation of Java.,Learners will be able to apply Java in practical IT tasks and demonstrate competency through assessment activities.,Java,Programming,Intermediate,15,30,Written Exam
CUR-158,Polytechnic Training Unit,Java Programming,Problem Solving Module 158,Synthetic training module focusing on theoretical concepts and practical implementation of Problem Solving.,Learners will be able to apply Problem Solving in practical IT tasks and demonstrate competency through assessment activities.,Problem Solving,Soft Skill,Intermediate,12,25,Project
CUR-159,TVET Institute,Networking,SQL Module 159,Synthetic training module focusing on theoretical concepts and practical implementation of SQL.,Learners will be able to apply SQL in practical IT tasks and demonstrate competency through assessment activities.,SQL,Database,Beginner,15,25,Viva
CUR-160,Polytechnic Training Unit,Java Programming,CSS Module 160,Synthetic training module focusing on theoretical concepts and practical implementation of CSS.,Learners will be able to apply CSS in practical IT tasks and demonstrate competency through assessment activities.,CSS,Web Development,Beginner,12,30,Written Exam
CUR-161,TTC,Database Management,Software Testing Module 161,Synthetic training module focusing on theoretical concepts and practical implementation of Software Testing.,Learners will be able to apply Software Testing in practical IT tasks and demonstrate competency through assessment activities.,Software Testing,Testing,Intermediate,20,20,Project
CUR-162,Technical Training Center,Database Management,React Module 162,Synthetic training module focusing on theoretical concepts and practical implementation of React.,Learners will be able to apply React in practical IT tasks and demonstrate competency through assessment activities.,React,Web Development,Intermediate,20,15,Viva
CUR-163,Polytechnic Training Unit,UI/UX Fundamentals,Cloud Computing Module 163,Synthetic training module focusing on theoretical concepts and practical implementation of Cloud Computing.,Learners will be able to apply Cloud Computing in practical IT tasks and demonstrate competency through assessment activities.,Cloud Computing,Cloud,Beginner,20,15,Project
CUR-164,Technical Training Center,Java Programming,Communication Module 164,Synthetic training module focusing on theoretical concepts and practical implementation of Communication.,Learners will be able to apply Communication in practical IT tasks and demonstrate competency through assessment activities.,Communication,Soft Skill,Advanced,10,30,Practical Exam
CUR-165,Technical Training Center,IT Support,Linux Module 165,Synthetic training module focusing on theoretical concepts and practical implementation of Linux.,Learners will be able to apply Linux in practical IT tasks and demonstrate competency through assessment activities.,Linux,Operating System,Beginner,10,30,Written Exam
CUR-166,Polytechnic Training Unit,Cybersecurity,Docker Module 166,Synthetic training module focusing on theoretical concepts and practical implementation of Docker.,Learners will be able to apply Docker in practical IT tasks and demonstrate competency through assessment activities.,Docker,DevOps,Beginner,20,15,Written Exam
CUR-167,TVET Institute,UI/UX Fundamentals,SQL Module 167,Synthetic training module focusing on theoretical concepts and practical implementation of SQL.,Learners will be able to apply SQL in practical IT tasks and demonstrate competency through assessment activities.,SQL,Database,Intermediate,20,20,Project
CUR-168,TTC,Java Programming,SQL Module 168,Synthetic training module focusing on theoretical concepts and practical implementation of SQL.,Learners will be able to apply SQL in practical IT tasks and demonstrate competency through assessment activities.,SQL,Database,Beginner,20,25,Practical Exam
CUR-169,Polytechnic Training Unit,Cloud Computing,HTML Module 169,Synthetic training module focusing on theoretical concepts and practical implementation of HTML.,Learners will be able to apply HTML in practical IT tasks and demonstrate competency through assessment activities.,HTML,Web Development,Beginner,10,25,Written Exam
CUR-170,TVET Institute,IT Support,React Module 170,Synthetic training module focusing on theoretical concepts and practical implementation of React.,Learners will be able to apply React in practical IT tasks and demonstrate competency through assessment activities.,React,Web Development,Beginner,20,15,Written Exam
CUR-171,TTC,UI/UX Fundamentals,Communication Module 171,Synthetic training module focusing on theoretical concepts and practical implementation of Communication.,Learners will be able to apply Communication in practical IT tasks and demonstrate competency through assessment activities.,Communication,Soft Skill,Beginner,20,15,Written Exam
CUR-172,Polytechnic Training Unit,Cybersecurity,Database Design Module 172,Synthetic training module focusing on theoretical concepts and practical implementation of Database Design.,Learners will be able to apply Database Design in practical IT tasks and demonstrate competency through assessment activities.,Database Design,Database,Advanced,20,20,Practical Exam
CUR-173,Polytechnic Training Unit,DevOps Essentials,JavaScript Module 173,Synthetic training module focusing on theoretical concepts and practical implementation of JavaScript.,Learners will be able to apply JavaScript in practical IT tasks and demonstrate competency through assessment activities.,JavaScript,Programming,Advanced,12,20,Project
CUR-174,Technical Training Center,UI/UX Fundamentals,Linux Module 174,Synthetic training module focusing on theoretical concepts and practical implementation of Linux.,Learners will be able to apply Linux in practical IT tasks and demonstrate competency through assessment activities.,Linux,Operating System,Beginner,10,25,Viva
CUR-175,TVET Institute,Web Development,Database Design Module 175,Synthetic training module focusing on theoretical concepts and practical implementation of Database Design.,Learners will be able to apply Database Design in practical IT tasks and demonstrate competency through assessment activities.,Database Design,Database,Intermediate,15,25,Project
CUR-176,Polytechnic Training Unit,Web Development,Networking Module 176,Synthetic training module focusing on theoretical concepts and practical implementation of Networking.,Learners will be able to apply Networking in practical IT tasks and demonstrate competency through assessment activities.,Networking,Networking,Beginner,15,15,Written Exam
CUR-177,TTC,UI/UX Fundamentals,SQL Module 177,Synthetic training module focusing on theoretical concepts and practical implementation of SQL.,Learners will be able to apply SQL in practical IT tasks and demonstrate competency through assessment activities.,SQL,Database,Beginner,20,30,Written Exam
CUR-178,TVET Institute,Database Management,SQL Module 178,Synthetic training module focusing on theoretical concepts and practical implementation of SQL.,Learners will be able to apply SQL in practical IT tasks and demonstrate competency through assessment activities.,SQL,Database,Beginner,12,30,Written Exam
CUR-179,Polytechnic Training Unit,Software Testing,Cybersecurity Module 179,Synthetic training module focusing on theoretical concepts and practical implementation of Cybersecurity.,Learners will be able to apply Cybersecurity in practical IT tasks and demonstrate competency through assessment activities.,Cybersecurity,Cybersecurity,Intermediate,12,30,Viva
CUR-180,TVET Institute,Full Stack Development,React Module 180,Synthetic training module focusing on theoretical concepts and practical implementation of React.,Learners will be able to apply React in practical IT tasks and demonstrate competency through assessment activities.,React,Web Development,Beginner,12,20,Written Exam
CUR-181,Polytechnic Training Unit,Web Development,JavaScript Module 181,Synthetic training module focusing on theoretical concepts and practical implementation of JavaScript.,Learners will be able to apply JavaScript in practical IT tasks and demonstrate competency through assessment activities.,JavaScript,Programming,Beginner,12,20,Practical Exam
CUR-182,TTC,Full Stack Development,Python Module 182,Synthetic training module focusing on theoretical concepts and practical implementation of Python.,Learners will be able to apply Python in practical IT tasks and demonstrate competency through assessment activities.,Python,Programming,Beginner,20,20,Viva
CUR-183,TTC,Cloud Computing,JavaScript Module 183,Synthetic training module focusing on theoretical concepts and practical implementation of JavaScript.,Learners will be able to apply JavaScript in practical IT tasks and demonstrate competency through assessment activities.,JavaScript,Programming,Advanced,15,15,Practical Exam
CUR-184,Polytechnic Training Unit,Networking,Cloud Computing Module 184,Synthetic training module focusing on theoretical concepts and practical implementation of Cloud Computing.,Learners will be able to apply Cloud Computing in practical IT tasks and demonstrate competency through assessment activities.,Cloud Computing,Cloud,Intermediate,10,15,Viva
CUR-185,TTC,Full Stack Development,Communication Module 185,Synthetic training module focusing on theoretical concepts and practical implementation of Communication.,Learners will be able to apply Communication in practical IT tasks and demonstrate competency through assessment activities.,Communication,Soft Skill,Beginner,12,15,Practical Exam
CUR-186,Polytechnic Training Unit,Database Management,Communication Module 186,Synthetic training module focusing on theoretical concepts and practical implementation of Communication.,Learners will be able to apply Communication in practical IT tasks and demonstrate competency through assessment activities.,Communication,Soft Skill,Beginner,10,15,Project
CUR-187,Polytechnic Training Unit,Cybersecurity,Software Testing Module 187,Synthetic training module focusing on theoretical concepts and practical implementation of Software Testing.,Learners will be able to apply Software Testing in practical IT tasks and demonstrate competency through assessment activities.,Software Testing,Testing,Intermediate,20,20,Written Exam
CUR-188,TVET Institute,Java Programming,Linux Module 188,Synthetic training module focusing on theoretical concepts and practical implementation of Linux.,Learners will be able to apply Linux in practical IT tasks and demonstrate competency through assessment activities.,Linux,Operating System,Advanced,10,25,Project
CUR-189,Technical Training Center,DevOps Essentials,Networking Module 189,Synthetic training module focusing on theoretical concepts and practical implementation of Networking.,Learners will be able to apply Networking in practical IT tasks and demonstrate competency through assessment activities.,Networking,Networking,Intermediate,12,25,Project
CUR-190,Polytechnic Training Unit,UI/UX Fundamentals,Linux Module 190,Synthetic training module focusing on theoretical concepts and practical implementation of Linux.,Learners will be able to apply Linux in practical IT tasks and demonstrate competency through assessment activities.,Linux,Operating System,Intermediate,20,25,Written Exam
CUR-191,TTC,Web Development,Node.js Module 191,Synthetic training module focusing on theoretical concepts and practical implementation of Node.js.,Learners will be able to apply Node.js in practical IT tasks and demonstrate competency through assessment activities.,Node.js,Web Development,Advanced,20,20,Project
CUR-192,TVET Institute,IT Support,React Module 192,Synthetic training module focusing on theoretical concepts and practical implementation of React.,Learners will be able to apply React in practical IT tasks and demonstrate competency through assessment activities.,React,Web Development,Intermediate,20,15,Practical Exam
CUR-193,TVET Institute,Java Programming,HTML Module 193,Synthetic training module focusing on theoretical concepts and practical implementation of HTML.,Learners will be able to apply HTML in practical IT tasks and demonstrate competency through assessment activities.,HTML,Web Development,Advanced,15,25,Practical Exam
CUR-194,Technical Training Center,Web Development,Cybersecurity Module 194,Synthetic training module focusing on theoretical concepts and practical implementation of Cybersecurity.,Learners will be able to apply Cybersecurity in practical IT tasks and demonstrate competency through assessment activities.,Cybersecurity,Cybersecurity,Intermediate,12,30,Written Exam
CUR-195,TTC,Software Testing,Teamwork Module 195,Synthetic training module focusing on theoretical concepts and practical implementation of Teamwork.,Learners will be able to apply Teamwork in practical IT tasks and demonstrate competency through assessment activities.,Teamwork,Soft Skill,Beginner,10,25,Practical Exam
CUR-196,Technical Training Center,Networking,React Module 196,Synthetic training module focusing on theoretical concepts and practical implementation of React.,Learners will be able to apply React in practical IT tasks and demonstrate competency through assessment activities.,React,Web Development,Advanced,12,25,Project
CUR-197,Polytechnic Training Unit,Web Development,JavaScript Module 197,Synthetic training module focusing on theoretical concepts and practical implementation of JavaScript.,Learners will be able to apply JavaScript in practical IT tasks and demonstrate competency through assessment activities.,JavaScript,Programming,Intermediate,12,15,Viva
CUR-198,Technical Training Center,DevOps Essentials,Java Module 198,Synthetic training module focusing on theoretical concepts and practical implementation of Java.,Learners will be able to apply Java in practical IT tasks and demonstrate competency through assessment activities.,Java,Programming,Intermediate,15,15,Written Exam
CUR-199,Technical Training Center,Full Stack Development,Java Module 199,Synthetic training module focusing on theoretical concepts and practical implementation of Java.,Learners will be able to apply Java in practical IT tasks and demonstrate competency through assessment activities.,Java,Programming,Intermediate,15,30,Viva
CUR-200,TTC,Python Programming,Node.js Module 200,Synthetic training module focusing on theoretical concepts and practical implementation of Node.js.,Learners will be able to apply Node.js in practical IT tasks and demonstrate competency through assessment activities.,Node.js,Web Development,Beginner,20,20,Written Exam
CUR-201,TVET Institute,Java Programming,Git Module 201,Synthetic training module focusing on theoretical concepts and practical implementation of Git.,Learners will be able to apply Git in practical IT tasks and demonstrate competency through assessment activities.,Git,Version Control,Intermediate,10,25,Practical Exam
CUR-202,TVET Institute,Full Stack Development,Software Testing Module 202,Synthetic training module focusing on theoretical concepts and practical implementation of Software Testing.,Learners will be able to apply Software Testing in practical IT tasks and demonstrate competency through assessment activities.,Software Testing,Testing,Beginner,12,25,Project
CUR-203,TTC,Web Development,Database Design Module 203,Synthetic training module focusing on theoretical concepts and practical implementation of Database Design.,Learners will be able to apply Database Design in practical IT tasks and demonstrate competency through assessment activities.,Database Design,Database,Beginner,12,15,Viva
CUR-204,TTC,DevOps Essentials,Networking Module 204,Synthetic training module focusing on theoretical concepts and practical implementation of Networking.,Learners will be able to apply Networking in practical IT tasks and demonstrate competency through assessment activities.,Networking,Networking,Beginner,10,15,Viva
CUR-205,TTC,IT Support,Java Module 205,Synthetic training module focusing on theoretical concepts and practical implementation of Java.,Learners will be able to apply Java in practical IT tasks and demonstrate competency through assessment activities.,Java,Programming,Intermediate,10,15,Viva
CUR-206,Polytechnic Training Unit,Java Programming,REST API Module 206,Synthetic training module focusing on theoretical concepts and practical implementation of REST API.,Learners will be able to apply REST API in practical IT tasks and demonstrate competency through assessment activities.,REST API,Web Development,Advanced,15,25,Practical Exam
CUR-207,Polytechnic Training Unit,Software Testing,Linux Module 207,Synthetic training module focusing on theoretical concepts and practical implementation of Linux.,Learners will be able to apply Linux in practical IT tasks and demonstrate competency through assessment activities.,Linux,Operating System,Beginner,10,30,Viva
CUR-208,Technical Training Center,Cloud Computing,Database Design Module 208,Synthetic training module focusing on theoretical concepts and practical implementation of Database Design.,Learners will be able to apply Database Design in practical IT tasks and demonstrate competency through assessment activities.,Database Design,Database,Advanced,12,30,Viva
CUR-209,Polytechnic Training Unit,Python Programming,Docker Module 209,Synthetic training module focusing on theoretical concepts and practical implementation of Docker.,Learners will be able to apply Docker in practical IT tasks and demonstrate competency through assessment activities.,Docker,DevOps,Intermediate,12,30,Written Exam
CUR-210,Polytechnic Training Unit,Database Management,Communication Module 210,Synthetic training module focusing on theoretical concepts and practical implementation of Communication.,Learners will be able to apply Communication in practical IT tasks and demonstrate competency through assessment activities.,Communication,Soft Skill,Intermediate,20,25,Viva
CUR-211,TTC,IT Support,React Module 211,Synthetic training module focusing on theoretical concepts and practical implementation of React.,Learners will be able to apply React in practical IT tasks and demonstrate competency through assessment activities.,React,Web Development,Intermediate,10,15,Project
CUR-212,TTC,Full Stack Development,Teamwork Module 212,Synthetic training module focusing on theoretical concepts and practical implementation of Teamwork.,Learners will be able to apply Teamwork in practical IT tasks and demonstrate competency through assessment activities.,Teamwork,Soft Skill,Beginner,12,30,Practical Exam
CUR-213,TTC,UI/UX Fundamentals,Communication Module 213,Synthetic training module focusing on theoretical concepts and practical implementation of Communication.,Learners will be able to apply Communication in practical IT tasks and demonstrate competency through assessment activities.,Communication,Soft Skill,Advanced,10,30,Practical Exam
CUR-214,Technical Training Center,Cloud Computing,Cloud Computing Module 214,Synthetic training module focusing on theoretical concepts and practical implementation of Cloud Computing.,Learners will be able to apply Cloud Computing in practical IT tasks and demonstrate competency through assessment activities.,Cloud Computing,Cloud,Advanced,20,25,Project
CUR-215,TTC,DevOps Essentials,Java Module 215,Synthetic training module focusing on theoretical concepts and practical implementation of Java.,Learners will be able to apply Java in practical IT tasks and demonstrate competency through assessment activities.,Java,Programming,Advanced,15,30,Viva
CUR-216,Polytechnic Training Unit,IT Support,Software Testing Module 216,Synthetic training module focusing on theoretical concepts and practical implementation of Software Testing.,Learners will be able to apply Software Testing in practical IT tasks and demonstrate competency through assessment activities.,Software Testing,Testing,Beginner,12,15,Project
CUR-217,TTC,Cloud Computing,Cybersecurity Module 217,Synthetic training module focusing on theoretical concepts and practical implementation of Cybersecurity.,Learners will be able to apply Cybersecurity in practical IT tasks and demonstrate competency through assessment activities.,Cybersecurity,Cybersecurity,Advanced,10,20,Project
CUR-218,Polytechnic Training Unit,Python Programming,Database Design Module 218,Synthetic training module focusing on theoretical concepts and practical implementation of Database Design.,Learners will be able to apply Database Design in practical IT tasks and demonstrate competency through assessment activities.,Database Design,Database,Intermediate,12,20,Viva
CUR-219,TTC,UI/UX Fundamentals,Node.js Module 219,Synthetic training module focusing on theoretical concepts and practical implementation of Node.js.,Learners will be able to apply Node.js in practical IT tasks and demonstrate competency through assessment activities.,Node.js,Web Development,Advanced,10,15,Project
CUR-220,Polytechnic Training Unit,Java Programming,SQL Module 220,Synthetic training module focusing on theoretical concepts and practical implementation of SQL.,Learners will be able to apply SQL in practical IT tasks and demonstrate competency through assessment activities.,SQL,Database,Advanced,20,15,Viva
CUR-221,TTC,Cybersecurity,Software Testing Module 221,Synthetic training module focusing on theoretical concepts and practical implementation of Software Testing.,Learners will be able to apply Software Testing in practical IT tasks and demonstrate competency through assessment activities.,Software Testing,Testing,Beginner,20,25,Project
CUR-222,Technical Training Center,Java Programming,Python Module 222,Synthetic training module focusing on theoretical concepts and practical implementation of Python.,Learners will be able to apply Python in practical IT tasks and demonstrate competency through assessment activities.,Python,Programming,Intermediate,12,25,Project
CUR-223,Technical Training Center,Web Development,Java Module 223,Synthetic training module focusing on theoretical concepts and practical implementation of Java.,Learners will be able to apply Java in practical IT tasks and demonstrate competency through assessment activities.,Java,Programming,Intermediate,12,15,Practical Exam
CUR-224,Technical Training Center,Cybersecurity,SQL Module 224,Synthetic training module focusing on theoretical concepts and practical implementation of SQL.,Learners will be able to apply SQL in practical IT tasks and demonstrate competency through assessment activities.,SQL,Database,Advanced,20,20,Project
CUR-225,TVET Institute,Cybersecurity,CSS Module 225,Synthetic training module focusing on theoretical concepts and practical implementation of CSS.,Learners will be able to apply CSS in practical IT tasks and demonstrate competency through assessment activities.,CSS,Web Development,Advanced,10,25,Practical Exam
CUR-226,Polytechnic Training Unit,Cloud Computing,Communication Module 226,Synthetic training module focusing on theoretical concepts and practical implementation of Communication.,Learners will be able to apply Communication in practical IT tasks and demonstrate competency through assessment activities.,Communication,Soft Skill,Intermediate,12,15,Written Exam
CUR-227,Polytechnic Training Unit,UI/UX Fundamentals,JavaScript Module 227,Synthetic training module focusing on theoretical concepts and practical implementation of JavaScript.,Learners will be able to apply JavaScript in practical IT tasks and demonstrate competency through assessment activities.,JavaScript,Programming,Beginner,15,20,Project
CUR-228,TVET Institute,Cybersecurity,Cybersecurity Module 228,Synthetic training module focusing on theoretical concepts and practical implementation of Cybersecurity.,Learners will be able to apply Cybersecurity in practical IT tasks and demonstrate competency through assessment activities.,Cybersecurity,Cybersecurity,Advanced,20,25,Written Exam
CUR-229,TTC,Networking,Cybersecurity Module 229,Synthetic training module focusing on theoretical concepts and practical implementation of Cybersecurity.,Learners will be able to apply Cybersecurity in practical IT tasks and demonstrate competency through assessment activities.,Cybersecurity,Cybersecurity,Intermediate,10,20,Viva
CUR-230,Technical Training Center,Java Programming,Software Testing Module 230,Synthetic training module focusing on theoretical concepts and practical implementation of Software Testing.,Learners will be able to apply Software Testing in practical IT tasks and demonstrate competency through assessment activities.,Software Testing,Testing,Intermediate,15,25,Practical Exam
CUR-231,TVET Institute,Networking,Cybersecurity Module 231,Synthetic training module focusing on theoretical concepts and practical implementation of Cybersecurity.,Learners will be able to apply Cybersecurity in practical IT tasks and demonstrate competency through assessment activities.,Cybersecurity,Cybersecurity,Beginner,12,25,Viva
CUR-232,Technical Training Center,Full Stack Development,Git Module 232,Synthetic training module focusing on theoretical concepts and practical implementation of Git.,Learners will be able to apply Git in practical IT tasks and demonstrate competency through assessment activities.,Git,Version Control,Advanced,20,25,Written Exam
CUR-233,TTC,Full Stack Development,Cloud Computing Module 233,Synthetic training module focusing on theoretical concepts and practical implementation of Cloud Computing.,Learners will be able to apply Cloud Computing in practical IT tasks and demonstrate competency through assessment activities.,Cloud Computing,Cloud,Beginner,20,20,Practical Exam
CUR-234,TTC,Python Programming,Software Testing Module 234,Synthetic training module focusing on theoretical concepts and practical implementation of Software Testing.,Learners will be able to apply Software Testing in practical IT tasks and demonstrate competency through assessment activities.,Software Testing,Testing,Beginner,20,25,Project
CUR-235,TTC,Networking,Database Design Module 235,Synthetic training module focusing on theoretical concepts and practical implementation of Database Design.,Learners will be able to apply Database Design in practical IT tasks and demonstrate competency through assessment activities.,Database Design,Database,Advanced,15,30,Project
CUR-236,Polytechnic Training Unit,IT Support,Linux Module 236,Synthetic training module focusing on theoretical concepts and practical implementation of Linux.,Learners will be able to apply Linux in practical IT tasks and demonstrate competency through assessment activities.,Linux,Operating System,Beginner,15,25,Viva
CUR-237,Polytechnic Training Unit,IT Support,HTML Module 237,Synthetic training module focusing on theoretical concepts and practical implementation of HTML.,Learners will be able to apply HTML in practical IT tasks and demonstrate competency through assessment activities.,HTML,Web Development,Beginner,12,25,Written Exam
CUR-238,Polytechnic Training Unit,Database Management,CSS Module 238,Synthetic training module focusing on theoretical concepts and practical implementation of CSS.,Learners will be able to apply CSS in practical IT tasks and demonstrate competency through assessment activities.,CSS,Web Development,Intermediate,12,20,Written Exam
CUR-239,TVET Institute,UI/UX Fundamentals,Linux Module 239,Synthetic training module focusing on theoretical concepts and practical implementation of Linux.,Learners will be able to apply Linux in practical IT tasks and demonstrate competency through assessment activities.,Linux,Operating System,Beginner,20,25,Viva
CUR-240,Polytechnic Training Unit,UI/UX Fundamentals,Problem Solving Module 240,Synthetic training module focusing on theoretical concepts and practical implementation of Problem Solving.,Learners will be able to apply Problem Solving in practical IT tasks and demonstrate competency through assessment activities.,Problem Solving,Soft Skill,Advanced,20,25,Viva
CUR-241,Technical Training Center,Software Testing,Problem Solving Module 241,Synthetic training module focusing on theoretical concepts and practical implementation of Problem Solving.,Learners will be able to apply Problem Solving in practical IT tasks and demonstrate competency through assessment activities.,Problem Solving,Soft Skill,Advanced,20,25,Written Exam
CUR-242,Polytechnic Training Unit,Cloud Computing,CSS Module 242,Synthetic training module focusing on theoretical concepts and practical implementation of CSS.,Learners will be able to apply CSS in practical IT tasks and demonstrate competency through assessment activities.,CSS,Web Development,Advanced,12,30,Practical Exam
CUR-243,Polytechnic Training Unit,UI/UX Fundamentals,Software Testing Module 243,Synthetic training module focusing on theoretical concepts and practical implementation of Software Testing.,Learners will be able to apply Software Testing in practical IT tasks and demonstrate competency through assessment activities.,Software Testing,Testing,Advanced,15,20,Practical Exam
CUR-244,Technical Training Center,Software Testing,Database Design Module 244,Synthetic training module focusing on theoretical concepts and practical implementation of Database Design.,Learners will be able to apply Database Design in practical IT tasks and demonstrate competency through assessment activities.,Database Design,Database,Advanced,20,25,Practical Exam
CUR-245,Polytechnic Training Unit,Full Stack Development,Cybersecurity Module 245,Synthetic training module focusing on theoretical concepts and practical implementation of Cybersecurity.,Learners will be able to apply Cybersecurity in practical IT tasks and demonstrate competency through assessment activities.,Cybersecurity,Cybersecurity,Beginner,10,20,Written Exam
CUR-246,Technical Training Center,Software Testing,Git Module 246,Synthetic training module focusing on theoretical concepts and practical implementation of Git.,Learners will be able to apply Git in practical IT tasks and demonstrate competency through assessment activities.,Git,Version Control,Intermediate,20,15,Project
CUR-247,Technical Training Center,Web Development,React Module 247,Synthetic training module focusing on theoretical concepts and practical implementation of React.,Learners will be able to apply React in practical IT tasks and demonstrate competency through assessment activities.,React,Web Development,Beginner,10,15,Viva
CUR-248,TVET Institute,Database Management,Teamwork Module 248,Synthetic training module focusing on theoretical concepts and practical implementation of Teamwork.,Learners will be able to apply Teamwork in practical IT tasks and demonstrate competency through assessment activities.,Teamwork,Soft Skill,Beginner,12,25,Viva
CUR-249,TVET Institute,Web Development,Software Testing Module 249,Synthetic training module focusing on theoretical concepts and practical implementation of Software Testing.,Learners will be able to apply Software Testing in practical IT tasks and demonstrate competency through assessment activities.,Software Testing,Testing,Beginner,12,30,Written Exam
