Job_ID,Job_Title,Job_Level,Company_Type,Job_Category,Required_Skill,Skill_Category,Experience,Education,Job_Description,Preferred_Skill,Employment_Type
JOB-113,DevOps Engineer,Entry,Software Company,Support,REST API,Web Development,2-3 Years,BSc in ICT,"The candidate will work as a DevOps Engineer, develop solutions using REST API, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Agile,Internship
JOB-114,Backend Developer,Junior,Software Company,Cloud,Git,Version Control,0-1 Years,Diploma in CSE,"The candidate will work as a Backend Developer, develop solutions using Git, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Scrum,Full-Time
JOB-115,Cloud Engineer,Entry,Outsourcing Firm,Development,Teamwork,Soft Skill,2-3 Years,Diploma in CSE,"The candidate will work as a Cloud Engineer, develop solutions using Teamwork, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Communication,Full-Time
JOB-116,Cloud Engineer,Entry,Software Company,Support,Teamwork,Soft Skill,1-2 Years,BSc in ICT,"The candidate will work as a Cloud Engineer, develop solutions using Teamwork, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Git,Contract
JOB-117,QA Engineer,Entry,IT Services Company,DevOps,Docker,DevOps,0-1 Years,Equivalent Qualification,"The candidate will work as a QA Engineer, develop solutions using Docker, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",CI/CD,Contract
JOB-118,Junior Software Engineer,Entry,Enterprise,Cybersecurity,Node.js,Web Development,2-3 Years,BSc in ICT,"The candidate will work as a Junior Software Engineer, develop solutions using Node.js, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Azure,Contract
JOB-119,Software Engineer,Junior,Enterprise,Cloud,React,Web Development,1-2 Years,Diploma in CSE,"The candidate will work as a Software Engineer, develop solutions using React, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Docker,Internship
JOB-120,Cloud Engineer,Entry,Startup,DevOps,MySQL,Database,0-1 Years,BSc in ICT,"The candidate will work as a Cloud Engineer, develop solutions using MySQL, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Communication,Internship
JOB-121,QA Engineer,Mid,Outsourcing Firm,Networking,Jenkins,DevOps,1-2 Years,BSc in ICT,"The candidate will work as a QA Engineer, develop solutions using Jenkins, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Full-Time
JOB-122,Full Stack Developer,Junior,Startup,DevOps,Python,Programming,1-2 Years,Diploma in CSE,"The candidate will work as a Full Stack Developer, develop solutions using Python, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Scrum,Contract
JOB-123,Junior Software Engineer,Junior,Software Company,Cloud,MongoDB,Database,0-1 Years,BSc in ICT,"The candidate will work as a Junior Software Engineer, develop solutions using MongoDB, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",AWS,Contract
JOB-124,Backend Developer,Mid,Outsourcing Firm,Development,MySQL,Database,1-2 Years,BSc in CSE,"The candidate will work as a Backend Developer, develop solutions using MySQL, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",CI/CD,Internship
JOB-125,Cloud Engineer,Mid,IT Services Company,Database,MySQL,Database,0-1 Years,BSc in ICT,"The candidate will work as a Cloud Engineer, develop solutions using MySQL, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Internship
JOB-126,Frontend Developer,Entry,Enterprise,Cybersecurity,Git,Version Control,2-3 Years,BSc in ICT,"The candidate will work as a Frontend Developer, develop solutions using Git, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Leadership,Internship
JOB-127,Junior Software Engineer,Entry,IT Services Company,Networking,Problem Solving,Soft Skill,1-2 Years,Diploma in CSE,"The candidate will work as a Junior Software Engineer, develop solutions using Problem Solving, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",AWS,Internship
JOB-128,Junior Software Engineer,Mid,Software Company,Cloud,MongoDB,Database,0-1 Years,Equivalent Qualification,"The candidate will work as a Junior Software Engineer, develop solutions using MongoDB, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Scrum,Contract
JOB-129,Full Stack Developer,Entry,Startup,Networking,React,Web Development,1-2 Years,Equivalent Qualification,"The candidate will work as a Full Stack Developer, develop solutions using React, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Scrum,Contract
JOB-130,Cloud Engineer,Entry,Outsourcing Firm,Support,Docker,DevOps,0-1 Years,BSc in CSE,"The candidate will work as a Cloud Engineer, develop solutions using Docker, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Full-Time
JOB-131,Full Stack Developer,Entry,Enterprise,Networking,Git,Version Control,2-3 Years,BSc in ICT,"The candidate will work as a Full Stack Developer, develop solutions using Git, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Internship
JOB-132,Network Engineer,Junior,Startup,Support,Linux,Operating System,1-2 Years,Equivalent Qualification,"The candidate will work as a Network Engineer, develop solutions using Linux, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Agile,Full-Time
JOB-133,Cybersecurity Analyst,Junior,Software Company,Development,Communication,Soft Skill,2-3 Years,BSc in ICT,"The candidate will work as a Cybersecurity Analyst, develop solutions using Communication, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Scrum,Full-Time
JOB-134,Cybersecurity Analyst,Junior,Software Company,Networking,Node.js,Web Development,0-1 Years,Equivalent Qualification,"The candidate will work as a Cybersecurity Analyst, develop solutions using Node.js, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Scrum,Full-Time
JOB-135,Network Engineer,Junior,IT Services Company,Cloud,MongoDB,Database,0-1 Years,Diploma in CSE,"The candidate will work as a Network Engineer, develop solutions using MongoDB, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Git,Full-Time
JOB-136,Backend Developer,Junior,Enterprise,Cloud,MongoDB,Database,1-2 Years,Diploma in CSE,"The candidate will work as a Backend Developer, develop solutions using MongoDB, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Communication,Contract
JOB-137,Cybersecurity Analyst,Mid,Startup,QA,REST API,Web Development,2-3 Years,Equivalent Qualification,"The candidate will work as a Cybersecurity Analyst, develop solutions using REST API, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Communication,Contract
JOB-138,IT Support Engineer,Mid,IT Services Company,Networking,Java,Programming,2-3 Years,Diploma in CSE,"The candidate will work as a IT Support Engineer, develop solutions using Java, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",CI/CD,Full-Time
JOB-139,Network Engineer,Entry,Outsourcing Firm,Networking,AWS,Cloud,1-2 Years,Equivalent Qualification,"The candidate will work as a Network Engineer, develop solutions using AWS, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",AWS,Contract
JOB-140,Cloud Engineer,Entry,Software Company,DevOps,Cybersecurity,Cybersecurity,2-3 Years,BSc in CSE,"The candidate will work as a Cloud Engineer, develop solutions using Cybersecurity, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Communication,Internship
JOB-141,Junior Software Engineer,Mid,IT Services Company,Cybersecurity,Cybersecurity,Cybersecurity,0-1 Years,Equivalent Qualification,"The candidate will work as a Junior Software Engineer, develop solutions using Cybersecurity, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Internship
JOB-142,Backend Developer,Mid,Enterprise,Development,JavaScript,Programming,1-2 Years,BSc in ICT,"The candidate will work as a Backend Developer, develop solutions using JavaScript, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Scrum,Internship
JOB-143,Software Engineer,Junior,Outsourcing Firm,DevOps,Node.js,Web Development,1-2 Years,BSc in ICT,"The candidate will work as a Software Engineer, develop solutions using Node.js, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Full-Time
JOB-144,QA Engineer,Mid,Software Company,Development,SQL,Database,0-1 Years,Diploma in CSE,"The candidate will work as a QA Engineer, develop solutions using SQL, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Docker,Full-Time
JOB-145,IT Support Engineer,Entry,IT Services Company,Support,Git,Version Control,0-1 Years,BSc in ICT,"The candidate will work as a IT Support Engineer, develop solutions using Git, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Azure,Full-Time
JOB-146,Network Engineer,Mid,Enterprise,Cloud,Python,Programming,1-2 Years,Equivalent Qualification,"The candidate will work as a Network Engineer, develop solutions using Python, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Scrum,Full-Time
JOB-147,Database Engineer,Junior,Enterprise,QA,MongoDB,Database,0-1 Years,BSc in ICT,"The candidate will work as a Database Engineer, develop solutions using MongoDB, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Git,Contract
JOB-148,Cloud Engineer,Mid,Enterprise,Support,Linux,Operating System,2-3 Years,Equivalent Qualification,"The candidate will work as a Cloud Engineer, develop solutions using Linux, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Full-Time
JOB-149,Database Engineer,Mid,Startup,Networking,MySQL,Database,2-3 Years,Diploma in CSE,"The candidate will work as a Database Engineer, develop solutions using MySQL, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",AWS,Full-Time
JOB-150,Backend Developer,Mid,Software Company,Cloud,SQL,Database,0-1 Years,Equivalent Qualification,"The candidate will work as a Backend Developer, develop solutions using SQL, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Git,Full-Time
JOB-151,Cloud Engineer,Junior,Outsourcing Firm,Database,REST API,Web Development,2-3 Years,BSc in ICT,"The candidate will work as a Cloud Engineer, develop solutions using REST API, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Scrum,Contract
JOB-152,Software Engineer,Junior,Startup,QA,MongoDB,Database,1-2 Years,BSc in ICT,"The candidate will work as a Software Engineer, develop solutions using MongoDB, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Leadership,Internship
JOB-153,Backend Developer,Entry,Startup,DevOps,Cybersecurity,Cybersecurity,2-3 Years,BSc in ICT,"The candidate will work as a Backend Developer, develop solutions using Cybersecurity, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",AWS,Internship
JOB-154,Junior Software Engineer,Mid,Software Company,Development,Jenkins,DevOps,0-1 Years,Equivalent Qualification,"The candidate will work as a Junior Software Engineer, develop solutions using Jenkins, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Git,Internship
JOB-155,Backend Developer,Junior,Outsourcing Firm,Database,REST API,Web Development,2-3 Years,BSc in CSE,"The candidate will work as a Backend Developer, develop solutions using REST API, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Leadership,Contract
JOB-156,Cloud Engineer,Mid,Outsourcing Firm,Development,JavaScript,Programming,0-1 Years,BSc in ICT,"The candidate will work as a Cloud Engineer, develop solutions using JavaScript, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Leadership,Full-Time
JOB-157,IT Support Engineer,Mid,IT Services Company,DevOps,MongoDB,Database,1-2 Years,Diploma in CSE,"The candidate will work as a IT Support Engineer, develop solutions using MongoDB, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Internship
JOB-158,IT Support Engineer,Junior,Outsourcing Firm,QA,SQL,Database,2-3 Years,BSc in ICT,"The candidate will work as a IT Support Engineer, develop solutions using SQL, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Communication,Internship
JOB-159,Cloud Engineer,Entry,Software Company,Cybersecurity,Networking,Networking,1-2 Years,Diploma in CSE,"The candidate will work as a Cloud Engineer, develop solutions using Networking, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Docker,Full-Time
JOB-160,Backend Developer,Mid,Startup,Development,JavaScript,Programming,1-2 Years,Equivalent Qualification,"The candidate will work as a Backend Developer, develop solutions using JavaScript, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Docker,Contract
JOB-161,Database Engineer,Junior,IT Services Company,Support,JavaScript,Programming,2-3 Years,Diploma in CSE,"The candidate will work as a Database Engineer, develop solutions using JavaScript, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Agile,Internship
JOB-162,QA Engineer,Junior,IT Services Company,DevOps,Node.js,Web Development,2-3 Years,BSc in ICT,"The candidate will work as a QA Engineer, develop solutions using Node.js, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",AWS,Internship
JOB-163,Cybersecurity Analyst,Entry,Enterprise,Networking,Java,Programming,2-3 Years,Equivalent Qualification,"The candidate will work as a Cybersecurity Analyst, develop solutions using Java, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Scrum,Full-Time
JOB-164,Junior Software Engineer,Junior,Enterprise,Development,Node.js,Web Development,2-3 Years,BSc in CSE,"The candidate will work as a Junior Software Engineer, develop solutions using Node.js, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",CI/CD,Contract
JOB-165,IT Support Engineer,Junior,Software Company,QA,Communication,Soft Skill,0-1 Years,Diploma in CSE,"The candidate will work as a IT Support Engineer, develop solutions using Communication, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Git,Internship
JOB-166,Cybersecurity Analyst,Junior,Outsourcing Firm,QA,Cybersecurity,Cybersecurity,2-3 Years,Equivalent Qualification,"The candidate will work as a Cybersecurity Analyst, develop solutions using Cybersecurity, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Contract
JOB-167,Junior Software Engineer,Entry,Startup,Cloud,JavaScript,Programming,1-2 Years,BSc in ICT,"The candidate will work as a Junior Software Engineer, develop solutions using JavaScript, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Scrum,Full-Time
JOB-168,Backend Developer,Entry,Enterprise,QA,Problem Solving,Soft Skill,0-1 Years,BSc in CSE,"The candidate will work as a Backend Developer, develop solutions using Problem Solving, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Leadership,Internship
JOB-169,Cybersecurity Analyst,Entry,IT Services Company,DevOps,SQL,Database,1-2 Years,BSc in ICT,"The candidate will work as a Cybersecurity Analyst, develop solutions using SQL, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Agile,Full-Time
JOB-170,Network Engineer,Junior,Startup,Database,SQL,Database,2-3 Years,Equivalent Qualification,"The candidate will work as a Network Engineer, develop solutions using SQL, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Scrum,Full-Time
JOB-171,Junior Software Engineer,Mid,Enterprise,Database,Jenkins,DevOps,1-2 Years,BSc in CSE,"The candidate will work as a Junior Software Engineer, develop solutions using Jenkins, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Scrum,Full-Time
JOB-172,Cybersecurity Analyst,Mid,IT Services Company,Networking,MySQL,Database,2-3 Years,BSc in CSE,"The candidate will work as a Cybersecurity Analyst, develop solutions using MySQL, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Contract
JOB-173,Cybersecurity Analyst,Mid,Enterprise,Networking,MySQL,Database,2-3 Years,Equivalent Qualification,"The candidate will work as a Cybersecurity Analyst, develop solutions using MySQL, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Agile,Contract
JOB-174,DevOps Engineer,Entry,Enterprise,Cloud,Selenium,Testing,2-3 Years,BSc in ICT,"The candidate will work as a DevOps Engineer, develop solutions using Selenium, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Agile,Internship
JOB-175,Cloud Engineer,Junior,Outsourcing Firm,Cybersecurity,Cybersecurity,Cybersecurity,0-1 Years,BSc in ICT,"The candidate will work as a Cloud Engineer, develop solutions using Cybersecurity, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Agile,Internship
JOB-176,Frontend Developer,Junior,IT Services Company,Database,React,Web Development,1-2 Years,Equivalent Qualification,"The candidate will work as a Frontend Developer, develop solutions using React, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Docker,Full-Time
JOB-177,Network Engineer,Mid,IT Services Company,Cybersecurity,Cybersecurity,Cybersecurity,1-2 Years,BSc in CSE,"The candidate will work as a Network Engineer, develop solutions using Cybersecurity, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",CI/CD,Contract
JOB-178,Backend Developer,Entry,Outsourcing Firm,QA,REST API,Web Development,0-1 Years,BSc in ICT,"The candidate will work as a Backend Developer, develop solutions using REST API, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",CI/CD,Full-Time
JOB-179,Cybersecurity Analyst,Mid,Enterprise,Database,MongoDB,Database,2-3 Years,Equivalent Qualification,"The candidate will work as a Cybersecurity Analyst, develop solutions using MongoDB, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Full-Time
JOB-180,DevOps Engineer,Mid,Enterprise,Networking,JavaScript,Programming,0-1 Years,Diploma in CSE,"The candidate will work as a DevOps Engineer, develop solutions using JavaScript, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",CI/CD,Full-Time
JOB-181,Software Engineer,Mid,Outsourcing Firm,Networking,MySQL,Database,1-2 Years,Equivalent Qualification,"The candidate will work as a Software Engineer, develop solutions using MySQL, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Git,Internship
JOB-182,Database Engineer,Mid,Outsourcing Firm,Support,React,Web Development,0-1 Years,BSc in ICT,"The candidate will work as a Database Engineer, develop solutions using React, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Agile,Contract
JOB-183,IT Support Engineer,Junior,Outsourcing Firm,Cybersecurity,Git,Version Control,0-1 Years,BSc in ICT,"The candidate will work as a IT Support Engineer, develop solutions using Git, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Leadership,Internship
JOB-184,QA Engineer,Junior,Outsourcing Firm,DevOps,Teamwork,Soft Skill,0-1 Years,Diploma in CSE,"The candidate will work as a QA Engineer, develop solutions using Teamwork, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Communication,Internship
JOB-185,Frontend Developer,Junior,IT Services Company,Networking,Docker,DevOps,0-1 Years,Equivalent Qualification,"The candidate will work as a Frontend Developer, develop solutions using Docker, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Leadership,Internship
JOB-186,Cybersecurity Analyst,Entry,Enterprise,Support,Java,Programming,0-1 Years,Equivalent Qualification,"The candidate will work as a Cybersecurity Analyst, develop solutions using Java, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",CI/CD,Full-Time
JOB-187,QA Engineer,Junior,Outsourcing Firm,DevOps,Jenkins,DevOps,0-1 Years,Diploma in CSE,"The candidate will work as a QA Engineer, develop solutions using Jenkins, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Agile,Full-Time
JOB-188,Cloud Engineer,Entry,Outsourcing Firm,Database,AWS,Cloud,1-2 Years,Equivalent Qualification,"The candidate will work as a Cloud Engineer, develop solutions using AWS, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Agile,Full-Time
JOB-189,Backend Developer,Mid,Startup,Development,Linux,Operating System,1-2 Years,BSc in CSE,"The candidate will work as a Backend Developer, develop solutions using Linux, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Scrum,Internship
JOB-190,Software Engineer,Entry,Software Company,Development,Docker,DevOps,0-1 Years,BSc in CSE,"The candidate will work as a Software Engineer, develop solutions using Docker, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Leadership,Contract
JOB-191,Software Engineer,Entry,IT Services Company,Development,JavaScript,Programming,0-1 Years,BSc in CSE,"The candidate will work as a Software Engineer, develop solutions using JavaScript, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Docker,Contract
JOB-192,QA Engineer,Junior,Startup,Database,Java,Programming,0-1 Years,Diploma in CSE,"The candidate will work as a QA Engineer, develop solutions using Java, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Scrum,Contract
JOB-193,Network Engineer,Junior,Startup,Cybersecurity,Selenium,Testing,0-1 Years,Diploma in CSE,"The candidate will work as a Network Engineer, develop solutions using Selenium, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Contract
JOB-194,Full Stack Developer,Mid,Enterprise,Development,Selenium,Testing,1-2 Years,Diploma in CSE,"The candidate will work as a Full Stack Developer, develop solutions using Selenium, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Leadership,Internship
JOB-195,Cybersecurity Analyst,Entry,Startup,Database,Networking,Networking,0-1 Years,Equivalent Qualification,"The candidate will work as a Cybersecurity Analyst, develop solutions using Networking, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Docker,Internship
JOB-196,Frontend Developer,Entry,Enterprise,QA,Networking,Networking,1-2 Years,BSc in ICT,"The candidate will work as a Frontend Developer, develop solutions using Networking, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",AWS,Contract
JOB-197,Frontend Developer,Mid,IT Services Company,Support,MongoDB,Database,2-3 Years,BSc in ICT,"The candidate will work as a Frontend Developer, develop solutions using MongoDB, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Agile,Full-Time
JOB-198,Cloud Engineer,Junior,Software Company,Networking,React,Web Development,0-1 Years,BSc in ICT,"The candidate will work as a Cloud Engineer, develop solutions using React, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",AWS,Internship
JOB-199,DevOps Engineer,Entry,Software Company,Development,Cybersecurity,Cybersecurity,2-3 Years,BSc in CSE,"The candidate will work as a DevOps Engineer, develop solutions using Cybersecurity, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Scrum,Contract
JOB-200,QA Engineer,Entry,Outsourcing Firm,Support,Problem Solving,Soft Skill,0-1 Years,BSc in CSE,"The candidate will work as a QA Engineer, develop solutions using Problem Solving, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Contract
JOB-201,DevOps Engineer,Entry,IT Services Company,Cloud,Networking,Networking,0-1 Years,Equivalent Qualification,"The candidate will work as a DevOps Engineer, develop solutions using Networking, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Full-Time
JOB-202,Network Engineer,Junior,Software Company,Support,React,Web Development,0-1 Years,BSc in CSE,"The candidate will work as a Network Engineer, develop solutions using React, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Git,Full-Time
JOB-203,Backend Developer,Mid,Outsourcing Firm,Cloud,Node.js,Web Development,1-2 Years,Equivalent Qualification,"The candidate will work as a Backend Developer, develop solutions using Node.js, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Git,Internship
JOB-204,Junior Software Engineer,Mid,IT Services Company,Cybersecurity,Problem Solving,Soft Skill,1-2 Years,Equivalent Qualification,"The candidate will work as a Junior Software Engineer, develop solutions using Problem Solving, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Contract
JOB-205,QA Engineer,Junior,Software Company,Cybersecurity,JavaScript,Programming,0-1 Years,BSc in CSE,"The candidate will work as a QA Engineer, develop solutions using JavaScript, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Git,Internship
JOB-206,Network Engineer,Mid,Enterprise,QA,AWS,Cloud,2-3 Years,Equivalent Qualification,"The candidate will work as a Network Engineer, develop solutions using AWS, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Internship
JOB-207,Full Stack Developer,Junior,Outsourcing Firm,Cybersecurity,Networking,Networking,0-1 Years,BSc in ICT,"The candidate will work as a Full Stack Developer, develop solutions using Networking, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Agile,Contract
JOB-208,Full Stack Developer,Mid,Outsourcing Firm,DevOps,Python,Programming,0-1 Years,Equivalent Qualification,"The candidate will work as a Full Stack Developer, develop solutions using Python, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Azure,Internship
JOB-209,Junior Software Engineer,Entry,IT Services Company,Cybersecurity,Cybersecurity,Cybersecurity,1-2 Years,BSc in ICT,"The candidate will work as a Junior Software Engineer, develop solutions using Cybersecurity, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Leadership,Full-Time
JOB-210,Junior Software Engineer,Junior,Enterprise,Cloud,AWS,Cloud,2-3 Years,BSc in ICT,"The candidate will work as a Junior Software Engineer, develop solutions using AWS, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",CI/CD,Contract
JOB-211,Junior Software Engineer,Junior,Enterprise,Support,Python,Programming,0-1 Years,Diploma in CSE,"The candidate will work as a Junior Software Engineer, develop solutions using Python, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Communication,Internship
JOB-212,Junior Software Engineer,Entry,Startup,DevOps,Git,Version Control,0-1 Years,BSc in ICT,"The candidate will work as a Junior Software Engineer, develop solutions using Git, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Scrum,Contract
JOB-213,Network Engineer,Entry,Software Company,Cybersecurity,Selenium,Testing,2-3 Years,Equivalent Qualification,"The candidate will work as a Network Engineer, develop solutions using Selenium, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Docker,Full-Time
JOB-214,Cybersecurity Analyst,Entry,Software Company,Support,MongoDB,Database,0-1 Years,Diploma in CSE,"The candidate will work as a Cybersecurity Analyst, develop solutions using MongoDB, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Git,Full-Time
JOB-215,Backend Developer,Junior,IT Services Company,Cybersecurity,AWS,Cloud,0-1 Years,Equivalent Qualification,"The candidate will work as a Backend Developer, develop solutions using AWS, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Scrum,Internship
JOB-216,Backend Developer,Mid,IT Services Company,Cybersecurity,Python,Programming,0-1 Years,Diploma in CSE,"The candidate will work as a Backend Developer, develop solutions using Python, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Docker,Internship
JOB-217,QA Engineer,Mid,Startup,Database,Cybersecurity,Cybersecurity,2-3 Years,BSc in ICT,"The candidate will work as a QA Engineer, develop solutions using Cybersecurity, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Kubernetes,Full-Time
JOB-218,Network Engineer,Junior,IT Services Company,Cloud,Python,Programming,1-2 Years,BSc in CSE,"The candidate will work as a Network Engineer, develop solutions using Python, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Agile,Contract
JOB-219,Full Stack Developer,Junior,Software Company,QA,Java,Programming,1-2 Years,Equivalent Qualification,"The candidate will work as a Full Stack Developer, develop solutions using Java, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",CI/CD,Full-Time
JOB-220,Database Engineer,Mid,Outsourcing Firm,Cybersecurity,SQL,Database,2-3 Years,Equivalent Qualification,"The candidate will work as a Database Engineer, develop solutions using SQL, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",AWS,Contract
JOB-221,QA Engineer,Junior,Enterprise,DevOps,Docker,DevOps,1-2 Years,Diploma in CSE,"The candidate will work as a QA Engineer, develop solutions using Docker, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Agile,Contract
JOB-222,Software Engineer,Junior,Software Company,Cloud,React,Web Development,0-1 Years,Diploma in CSE,"The candidate will work as a Software Engineer, develop solutions using React, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",CI/CD,Internship
JOB-223,Software Engineer,Entry,Outsourcing Firm,DevOps,Docker,DevOps,2-3 Years,Equivalent Qualification,"The candidate will work as a Software Engineer, develop solutions using Docker, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",CI/CD,Contract
JOB-224,Software Engineer,Mid,IT Services Company,Development,MongoDB,Database,2-3 Years,Diploma in CSE,"The candidate will work as a Software Engineer, develop solutions using MongoDB, collaborate with cross-functional teams, maintain code quality, and contribute to software delivery.",Azure,Contract
